,count,hate_speech,offensive_language,neither,class,tweet
12633,6,0,0,6,2,Long yellow.
12655,3,0,0,3,2,Looking back I liked colored better. Let's go back to that
12656,3,0,0,3,2,Looking forward to #NCAA and #NBA basketball  in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.
12658,3,0,0,3,2,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
12660,3,0,0,3,2,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
12673,3,0,0,3,2,Love is a bird of flames. Thank you for that song @chrysta_bell
12689,3,0,0,3,2,"MT: ""Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?"
12695,3,0,0,3,2,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials"
12696,3,0,0,3,2,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
12700,3,0,0,3,2,Madea and this old hillbilly are hilarious together.
12701,3,0,0,3,2,Magellan? You suck at trash talk. @submix8c
12703,3,0,0,3,2,Majority of it is trash anyway.
12713,3,0,0,3,2,Making brownies
12727,3,0,0,3,2,Man arrested after 40 opened nip bottles of vodka found in car 
12734,3,0,0,3,2,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
12735,3,0,0,3,2,Man in zebra print dress robs bank 
12753,3,0,0,3,2,"Man, that is a serious shiner Chara's sporting. Yowza."
12756,3,0,0,3,2,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
12759,3,0,0,3,2,Mannnn tonight feels like trash.
12762,3,0,0,3,2,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot
12771,4,0,0,4,2,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees"
12774,6,0,0,6,2,"Mata'i ngeli, alu o polosi ho nifo.."
12779,3,0,0,3,2,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u "
12781,3,0,0,3,2,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies  crackers dinner!   #chunk
12792,3,0,0,3,2,"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees"
12797,3,0,0,3,2,Me  hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... 
12807,3,0,0,3,2,Me and this song bird sang in the same HS gospel choir!! 
12809,3,0,0,3,2,Me gusta pollo so espaol that. Lol. 
12815,3,0,0,3,2,"Me: downloads flappy bird*
Sierra: ""welp there goes school"""
12817,6,0,0,6,2,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC
12820,3,0,0,3,2,"Meet Indias amazing, death-defying monkey king   "
12826,3,0,0,3,2,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations 
12827,3,0,0,3,2,Mentions probably look like a septic tank. RT Go ahead. Meme me!  #CosbyMeme 
12835,3,0,0,3,2,Met a woman who was trying to feed a crow a Brazil nut
12843,3,0,0,3,2,Miami's run defense is Alex Smith trash.
12856,3,0,0,3,2,Mint Oreos 
12864,3,0,0,3,2,Mitt Romney hates big bird. Fascist.
12869,3,0,0,3,2,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)"
12894,3,0,0,3,2,Monkey see monkey do really Abu
12895,3,0,0,3,2,Monkey see monkey doo
12899,3,0,0,3,2,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do."
12902,3,0,0,3,2,Morning terror read: 99% of the ocean's trash is gone and no one knows where it went  
12911,3,0,0,3,2,Mother Nature hates the Yankees and baseball
12919,3,0,0,3,2,"Mr President  homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE"
12925,3,0,0,3,2,Munching on ww crackers  studying NYCs trans syst. Since NYC  I haven't had a thing in over 15 yrs #clubinsomnia #vacay
12939,3,0,0,3,2,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!"
12944,3,0,0,3,2,My Oriental Gallery Blog: The New Land of Free Enterprise 
12964,3,0,0,3,2,My bf loves crows. Thought he might enjoy the last tweet!
12965,3,0,0,3,2,My bird got a headache 
12995,3,0,0,3,2,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her 
13023,3,0,0,3,2,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""
13035,6,0,0,6,2,My favorite DC restaurant is Charlie Palmers. @tingtingbabyyyy
13038,3,0,0,3,2,My goal for soccer this year is to get a yellow card every game
13044,3,0,0,3,2,My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.
13045,3,0,0,3,2,"My head too big for snapbacks , I like beanies better anyway"
13066,6,0,0,6,2,My mama made me some brownies they was everything 
13073,3,0,0,3,2,My mom didn't buy me Oreos she doesn't love me
13079,3,0,0,3,2,My mom wants to buy a zebra like for reals
13093,3,0,0,3,2,My nicca swear he can see me in madden lol
13121,3,0,0,3,2,My nudes are trash.....
13125,3,0,0,3,2,My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol 
13139,3,0,0,3,2,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will
13146,3,0,0,3,2,My sister told me that I look like a bird. While my past told me that I look like an alien.
13168,3,0,0,3,2,"NBA, handle your zebras."
13169,3,0,0,3,2,NEVERMIND I FOUND THEM. ...in the trash...
13174,3,0,0,3,2,NJ-Sole Sole Sauce! Get those soles icy again! 
13179,3,0,0,3,2,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money
13200,3,0,0,3,2,National Review calls #gay marriage 'lawlessness'  #oregon #tcot #gop #NOM #lol #teabaggers
13233,3,0,0,3,2,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?"
13234,3,0,0,3,2,Never seen purple bird poop until today lol 
13243,3,0,0,3,2,Never turned my back on the birds
13246,3,0,0,3,2,New jersey should be yellow with a green chevron stripe like charlie brown's jersey
13251,3,0,0,3,2,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 "
13255,3,0,0,3,2,New test makes your poop neon colored if you have colon cancer  
13260,3,0,0,3,2,Next time you leave magic trash in my jacket try not to have your initials written on them. 
13271,3,0,0,3,2,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"
13367,3,0,0,3,2,Nike DC is trash.
13388,3,0,0,3,2,No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn
13394,3,0,0,3,2,"No one has even eaten a Twinkie in, like, decades."
13417,3,0,0,3,2,Nobody gives me a trophy cause I'm old and colored #FavStarTweets
13425,6,0,0,6,2,Nope! It's just yellow OTL
13427,3,0,0,3,2,Norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
13428,3,0,0,3,2,Nose goes on taking out the trash this time.  @CiCi_Phi
13451,3,0,0,3,2,"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot"
13453,3,0,0,3,2,"Not that I plan on dying soon, but I'm totally going to write Kenobi in as my sole heir. He's the only thing locally (under 94) I can trust"
13460,3,0,0,3,2,"Not ya grandma brownies, wink wink "
13461,3,0,0,3,2,"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

"
13462,3,0,0,3,2,"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin"
13465,3,0,0,3,2,Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*
13470,3,0,0,3,2,Now I am seeing chatter among Jihadi fans taking credit for an alledged kidnapping of a Frenchman in #Algeria #France
13474,3,0,0,3,2,Now I'm gook boy shawty 
13475,3,0,0,3,2,Now I'm listening to lil spook getting the good kinda sad Imma be single this fall I know you'll getting annoyed with me on your TL but aye
13483,3,0,0,3,2,Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS
13495,3,0,0,3,2,"Now, the Jihadi networks waking up  claiming #Raqqa radio confirmed two planes shot down  1 pilot captured. #ISIS #Syria"
13503,3,0,0,3,2,OH NO are you saying the Democrats lost the #teabagger vote? LMAO bobble head #morningjoe
13516,3,0,0,3,2,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue
13528,3,0,0,3,2,Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria  
13530,3,0,0,3,2,Oh I forgot we lived in the ghetto....#hoodrats
13533,3,0,0,3,2,"Oh Yahweh, your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long "
13539,3,0,0,3,2,Oh man. This could be a serious first ever Chanel bag contender RT grape-colored Chanel bags 
13542,3,0,0,3,2,Oh my. There was an Oreo baked into that chocolate chip cookie. #surprise
13568,3,0,0,3,2,Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee
13609,3,0,0,3,2,Omg! The cutest little tinker bell ever   
13611,3,0,0,3,2,Omgggggggggg Mila Kunis is so fing hot. F Sarah Marshall. She's like a bird anorexic.
13613,3,0,0,3,2,"Omoide Yokocho : Shinjuku, Tokyo, Japan / Japn by Lost in Japan, by Miguel Michn "
13617,3,0,0,3,2,On a mission to find some zebra cakes
13621,3,0,0,3,2,On the anniversary of 9/11 #ISIS  Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic
13628,3,0,0,3,2,"Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll
#stribpol"
13634,3,0,0,3,2,One man's trash is another's Transformer  
13636,3,0,0,3,2,One mans trash is another mans treasure
13640,3,0,0,3,2,One of best looks too. RT Charlie Weis couple months ago hanging w/Nelly 
13641,3,0,0,3,2,"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" "
13645,3,0,0,3,2,One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.
13646,3,0,0,3,2,One of the world's most prominent Jihadi forums just got shut down  
13660,3,0,0,3,2,"Only Blood Can Satisfy The Hungry Flames Of Rhollor, Charlie Brown"
13703,3,0,0,3,2,"Oops, I just had a Freudian slit."
13707,3,0,0,3,2,"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials"
13709,3,0,0,3,2,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash 
13713,3,0,0,3,2,Or get swept in MoTown LOL #Yankees #Tigers #MLB
13715,3,0,0,3,2,Or pollo
13722,3,0,0,3,2,Oreo Ice Cream Sandwich 
13723,3,0,0,3,2,"Oreo Shake, I want you."
13724,3,0,0,3,2,Oreo milkshakes will forever remind me of @jay_ibarra95
13725,3,0,0,3,2,Oreos and coffee for brunch. I do what I want!
13727,3,0,0,3,2,Oreos are my life
13728,3,0,0,3,2,Oriental rugs cause I'm flyer than a dove.
13730,3,0,0,3,2,Oscar Taveras went yardie in his 2nd career MLB at bat. What a stud.
13737,3,0,0,3,2,"Out of day care, I'm taking a kitty nap on you hosers."
13742,3,0,0,3,2,Overripe eggplants are not good eats. #UNCLEtweet
13743,3,0,0,3,2,"PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop

#MTVHottestLanaDelRey"
13745,3,0,0,3,2,"POLLOS A L'AST

Dos pollos estaban dando vueltas en una pollera mientras los estaban cocinando a l'ast, cuando... "
13748,3,0,0,3,2,Padre /Yankee/Angel fans need to stfu
13752,3,0,0,3,2,"Palin mocks Obama, on Russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild #CPAC2014"
13753,3,0,0,3,2,Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car
13761,3,0,0,3,2,"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn""  #HumorIsAWeapon"
13776,3,0,0,3,2,Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor
13779,3,0,0,3,2,Penn State tryna slant and screen all the way down the field lol
13782,3,0,0,3,2,People are so uncivilized.
13805,3,0,0,3,2,People who slam on the brakes at yellow lights should not be allowed to drive.
13807,3,0,0,3,2,"People, RT this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry "
13809,3,0,0,3,2,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL"
13810,3,0,0,3,2,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER
13815,4,0,0,4,2,Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB
13819,3,0,0,3,2,Photo check for background spooks. 
13838,3,0,0,3,2,"Pic circulating on Jihadi feeds claiming an ""ISIS flag"" on top of Mount Arafa in the holiest day of pilgrimage "
13844,3,0,0,3,2,Pierce would've easily drained all these shots with us. He's so trash now smh
13858,3,0,0,3,2,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies "
13866,3,0,0,3,2,"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB"
13870,3,0,0,3,2,"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating"
13872,3,0,0,3,2,"Polite, yet militant. #birds #notfeeding #stencil #army #typeface #font #ATeam "
13876,3,0,0,3,2,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)"
13885,3,0,0,3,2,Pops interviews remain warm and fuzzy.
13891,3,0,0,3,2,"Posted a new song: """"guala""""  "
13892,3,0,0,3,2,"Posted a new song: """"guala""""  #music"
13896,3,0,0,3,2,Praise thy lord for this season of beanies that is upon us
13899,3,0,0,3,2,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.
13909,3,0,0,3,2,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays"
13921,3,0,0,3,2,Proud to be a redneck patriot :) @DavesGrill
13966,3,0,0,3,2,RB is so trash now compared to early 2000's.
13967,3,0,0,3,2,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG  via @BostonGlobe
13969,3,0,0,3,2,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker. 
13976,3,0,0,3,2,"RT ""Jane Seymour rocks a bikini at 62  Crazy Aunt Jane is at it again @TheFaithAnne"
13989,3,0,0,3,2,RT Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO:  
14003,3,0,0,3,2,"RT Bees won, Mets won, and the Yankees lost. It's a good day in baseball."
14011,3,0,0,3,2,RT Check out the homie for that sole sauce! That stuff does miracles!!! 
14014,3,0,0,3,2,RT Muslim Jihadi? Keep Calm and....  #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA 
14032,3,0,0,3,2,RT why get attached to people when you can jump in a trash can and feel the same way
14036,3,0,0,3,2,"RT Oregon State WR is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER:  "
14038,3,0,0,3,2,RT Hungover and feeling yyyyyeelllloooowwwwww #dbh #yellow 
14049,3,0,0,3,2,RT A portable septic tank. For allllll those pesky feelings.
14056,3,0,0,3,2,RT #Colorado lawmakers consider nations 1st #wind energy legislation to protect #birds  #bats.  http://
14057,3,0,0,3,2,RT #Neonics are deadly to #birds like the American Kestrel and #bees. Ask to take it off their shelves. #EcoWed 
14063,3,0,0,3,2,"RT Of rain showers
 weepy fog
of soft light
 cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel"
14065,3,0,0,3,2,RT Black Americans Are Worse Off Under BHO  Well researched article...bound to elicit cries of Uncle Tom 
14068,3,0,0,3,2,"RT 
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet  #wiunion"
14082,3,0,0,3,2,RT Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: 
14084,3,0,0,3,2,RT #LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall 
14100,3,0,0,3,2,RT How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla
14101,3,0,0,3,2,RT I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa
14104,3,0,0,3,2,RT Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...
14107,3,0,0,3,2,"RT Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm"
14108,3,0,0,3,2,RT Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY
14109,3,0,0,3,2,RT I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv
14120,3,0,0,3,2,"RT A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing"
14123,3,0,0,3,2,RT How I feel playing flappy bird 
14128,3,0,0,3,2,"RT Fox News mocks victim of Ray Rice elevator assault: I think the message is, take the stairs  ht"
14134,3,0,0,3,2,RT Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan  via
14141,3,0,0,3,2,RT The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza
14144,3,0,0,3,2,"RT #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine."
14150,3,0,0,3,2,"RT I got gatorades, Twinkies, rice puddings, Pringles, and cookies "
14160,3,0,0,3,2,RT I mean sometimes eating a carton of Double Stuf Oreos is your only option.
14162,3,0,0,3,2,RT You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip
14163,3,0,0,3,2,RT Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://
14164,3,0,0,3,2,"RT Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation, he sa"
14166,3,0,0,3,2,RT Bad monkey! #AmazingTiming 
14173,3,0,0,3,2,RT Big bird has spoken   I was weak then I !
14175,3,0,0,3,2,RT Justice for British seagull spray-painted red by thugs! The bird wont be able to fly anymore!  h
14179,3,0,0,3,2,RT I like being Asian and all but it's a struggle having squinty eyes in every picture
14182,3,0,0,3,2,RT Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents htt
14196,3,0,0,3,2,RT Halloween candy corn bird 
14206,3,0,0,3,2,"RT If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo"
14213,3,0,0,3,2,"RT Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night."
14236,3,0,0,3,2,"RT women only play casual game like Kim K game  anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi"
14238,3,0,0,3,2,RT #AskAugust How Tall are you? I keep getting different answers from different people  abo
14239,6,0,0,6,2,RT Praying today's mg pictures don't come out yellow 
14241,3,0,0,3,2,RT There's nothing hotter than a pale albino chick who can play guitar.
14243,3,0,0,3,2,"RT When the trash bag is so full , you can barely tie it....  STTOOOPP!!"
14244,3,0,0,3,2,RT I want a pet monkey  
14248,3,0,0,3,2,RT Apologies trash.. What's understood ain't gotta be explained
14249,3,0,0,3,2,RT Rape is NEVER something to mock like this. I stand with Jada #jadapose 
14290,3,0,0,3,2,RT Instant mashed potatoes are trash 
14291,3,0,0,3,2,"RT When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" "
14309,3,0,0,3,2,"RT At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ..."
14310,3,0,0,3,2,RT A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees 
14311,3,0,0,3,2,RT Big 10 been trash for years now lol its a basketball conference now
14335,6,0,0,6,2,RT The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so
14347,3,0,0,3,2,RT This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho
14353,3,0,0,3,2,RT Charlie Sheen did the ice bucket challenge the right way 
14354,3,0,0,3,2,"RT #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo"
14358,3,0,0,3,2,RT Bey lost her ring at the Met Gala. Jay found it  instead of just giving it back he gave it to her as a mock proposal http
14359,3,0,0,3,2,RT #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash 
14362,3,0,0,3,2,RT My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...
14364,6,0,0,6,2,"RT I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober "
14372,3,0,0,3,2,RT Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay
14373,3,0,0,3,2,"RT We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash "
14376,3,0,0,3,2,RT The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig
14377,3,0,0,3,2,RT I don't like the weather right now it's scaring me lol why is it yellow?
14391,3,0,0,3,2,RT RT if you're on the slope to 30 and still feel 17
14393,3,0,0,3,2,RT If you a bird throw it up #birdgang #EaglesNation
14402,3,0,0,3,2,RT Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight 
14406,3,0,0,3,2,RT When someone drops their trash mixtape in my Dms 
14409,3,0,0,3,2,RT RT *Last 5 hours RT the last hour and a half of work trash just for existing.
14418,3,0,0,3,2,RT yellow face and it's a no.
14421,6,0,0,6,2,"RT VIDEO: Dont hurt yourself! hits a jumper over a rookie, proceeds to talk trash  ht"
14422,3,0,0,3,2,RT VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview  
14423,3,0,0,3,2,RT VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium  
14426,3,0,0,3,2,RT Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him 
14433,3,0,0,3,2,RT call me a free bird
14435,3,0,0,3,2,"RT Asked Betances before the game if hed like to be a starter again someday. If the Yankees ever asked me, I would. But Im a r"
14443,3,0,0,3,2,"RT I don't always get drunk and pass out but when I do, when did they start making colored duct tape?"
14456,3,0,0,3,2,RT We now know more about Twinkies and how old the earth is than what happened in #Benghazi.
14461,3,0,0,3,2,"RT Crooked number followed by shut down frame, love it. #Yankees"
14462,3,0,0,3,2,RT Grinding! #Yankees
14477,3,0,0,3,2,RT Gasoline - daddy Yankee 
14478,6,0,0,6,2,RT Green and yellow -lil Wayne 
14500,6,0,0,6,2,RT Charlie Sheen is a legend #ForTheBros 
14512,3,0,0,3,2,RT Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. 
14513,3,0,0,3,2,RT Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.
14517,3,0,0,3,2,RT Just 113 days until Yankees pitchers and catchers report.
14542,3,0,0,3,2,RT Chicken Fries. Shake. Perfection. 
14545,3,0,0,3,2,"RT A photographer hid in a trash can to get these adorable engagement photos
 "
14555,3,0,0,3,2,RT iphone 6 is trash watch me glo up 
14556,3,0,0,3,2,RT she paid $5 to hold the monkey and look what he did  this monkey real af 
14558,3,0,0,3,2,RT taking out the trash at night 
14562,3,0,0,3,2,RT Breathe easy: Twinkies due back on shelves by summer 
14647,3,0,0,3,2,RT Make my way right to the trash can with these. RT New Season. New Shoes. #MakeYourOwnWay #WayOfWade http
14682,3,0,0,3,2,RT Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. 
14684,3,0,0,3,2,RT A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' 
14686,3,0,0,3,2,RT As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C 
14692,3,0,0,3,2,RT Udonis talking some big trash to Lance. LeBron holds him back.
14695,3,0,0,3,2,RT Great weather to hit up the slopes this weekend...  open Saturday! #COwx #skiseason ht
14710,3,0,0,3,2,"RT In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day':  http"
14715,3,0,0,3,2,RT bunch of rappers boutta flood the internets w/ trash remixes
14730,3,0,0,3,2,"RT Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer"
14750,3,0,0,3,2,RT ISIS Supporters in America: The Jihadis Next Door  
14752,3,0,0,3,2,RT I went to college Every college got a bird class where u can get ya friend to sign u in  get an A out the class Rashad 
14763,3,0,0,3,2,RT Let the Dem concern-trolling commence in earnest! Wagons ho!
14764,3,0,0,3,2,RT Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' 
14771,3,0,0,3,2,RT Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell
14865,3,0,0,3,2,RT Godiva Chocolate Dipped Oreos  
14878,3,0,0,3,2,RT The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://
14880,3,0,0,3,2,RT Shy bladder group protests Rob Lowe DIRECTV ad... 
14888,3,0,0,3,2,RT Yo BCU band made UCF band look like trash
14907,3,0,0,3,2,"RT Even though a bird can fly, it must land on earth."
14908,3,0,0,3,2,RT Flappy birds cheat codes 
14914,3,0,0,3,2,RT Oreo Cookie Pancakes #FoodPorn 
14923,3,0,0,3,2,RT  RT Charlie Strong got down to the 53-man roster nearly as quickly as Texans did
14925,3,0,0,3,2,RT Was just handed this on my flight. Must be in good hands on this bird! 
14927,3,0,0,3,2,RT A bird that courts females by building a beautiful nest with bright objects:   #wildlife http://
14931,3,0,0,3,2,"RT highest score on flappy bird, cant be beat "
14933,3,0,0,3,2,RT that movie was trash
14938,3,0,0,3,2,"RT Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wasa for his role in defeating communism"". "
14939,3,0,0,3,2,RT So this is the woman who was a bird then turned into a woman from the sky in Nigeria. 
14949,3,0,0,3,2,"RT Will Coakley go 0-2 in ""can't lose"" races? RT wow, just wow -- : Charlie Baker for Governor htt"
14953,3,0,0,3,2,"RT Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year."
14974,3,0,0,3,2,RT looked like Princess Bella in that yellow dress
14976,3,0,0,3,2,RT Star Wars meets Charlie Brown 
15009,3,0,0,3,2,RT ::faints:: RT She has no idea how many of her resumes went straight to the trash 
15012,3,0,0,3,2,RT You realize Im going to have to get out all those #horror and other poems I wrote abo
15013,3,0,0,3,2,"RT ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -"
15016,3,0,0,3,2,"RT Wow
 Such banana
 So potassium 
 Much yellow "
15019,3,0,0,3,2,RT Teixeira on point tonight. #Yankees
15024,3,0,0,3,2,"RT Happy #BLUBLOODS Friday! 

Off to to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho"
15025,3,0,0,3,2,RT On set of #BlueBloods. Hoping there are no birds perched above me... 
15038,3,0,0,3,2,RT *Atlanta RT Houston has so many trash drivers
15051,3,0,0,3,2,RT he plays for the Yankees right?
15071,3,0,0,3,2,"RT Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
#IronHorse #Yankees "
15072,3,0,0,3,2,"RT Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 "
15073,3,0,0,3,2,RT Polly want a cracker? #DumbTo 
15074,3,0,0,3,2,RT Smash into windshields? RT The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r
