term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
gipps,ZZfMWT6wn,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",True,,,gipp,,False,True,False,False,False,False,False,30
ghosts,cDRnRtgza,A Caucasian,False,,,ghost,,False,True,False,False,False,False,False,0
gimps,ghefvamNF,A disabled person,False,,,gimp,,False,False,False,False,False,True,False,273
gimpy,GK7HWvgrZ,Having the tendendies of a disabled person,False,,80.0,,gimp,False,False,False,False,False,True,False,262
gin jockeys,JQZ7GcAEW,"In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.",True,,,gin jockey,,False,True,False,False,False,False,False,0
gingers,9Jemaynic,Person with red hair,False,,44.0,ginger,,False,True,False,False,False,False,False,0
gender benders,VsWZngqtm,Pejorative term for sexually ambiguous individual,False,,25.0,gender bender,,False,False,False,False,True,False,False,100
Gerudos,uLGRBYPgW,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",False,,,Gerudo,,False,False,True,False,False,False,False,42
gews,2FgrAtCKm,A German Jew.,False,,,gew,,True,True,True,False,False,False,False,36
ghetto hamsters,mcDQpJtgu,A black child.,True,,,ghetto hamster,,False,True,False,False,False,False,False,0
ghey,aUfVVbBzo,An intentional misspelling of 'gay' meant to avoid censorship and mock homosexual behaviour ,False,,79.0,,gay,False,False,False,False,True,False,False,216
fuzzy wuzzies,egjHbemZy,Colonialist term used to refer to the Hadendoa warriors in the 19th Century.,False,,,fuzzy wuzzy,,False,True,False,False,False,False,False,0
gables,rEmFeUAUT,A black person.,False,,,gable,,False,True,False,False,False,False,False,0
gashes,VuoaeaQYz,Derogatory term referring to a woman's genitals,False,,,gash,,False,False,False,True,False,False,False,0
gaylord,dnDZwzLGW,A homosexual person,False,,73.0,,gay,False,False,False,False,True,False,False,26
gaylords,DTjKEXpFH,A homosexual person,False,,,gaylord,,False,False,False,False,True,False,False,142
fuzzies,xwQDbarxy,A black person.,False,,,fuzzy,,False,True,False,False,False,False,False,0
frogs,jPJsUDwZW,"A French person. Prior to 19th century, referred to the Dutch (as they were stereotyped as being marsh-dwellers). When France became Britain's main enemy, replacing the Dutch, the epithet transferred to them, due to the French recipe for eating frogs' legs (see comparable French term Rosbif). Also used in Canada to refer to both the French and French Canadians, and occasionally incorrectly as more broadly to people from Quebec who are not, in fact, necessarily French or French speaking.",False,,,frog,,False,True,False,False,False,False,False,0
fruits,WHwPYUoWb,A homosexual.,False,,50.0,fruit,,False,False,False,False,True,False,False,0
fudgepackers,jcXUgWTAC,A homosexual who engages in anal sex,True,,50.0,fudgepacker,,False,False,False,True,True,False,False,205
FOBs,7DTWJA7yK,A person of foreign nationality.,False,,,FOB,,True,False,False,False,False,False,False,0
fog niggers,fVRHYCbiW,A black person of British nationality.,True,,,fog nigger,,True,True,False,False,False,False,False,0
four by twos,WiY sqCrT,A Jewish person. Four-by-two is Cockney rhyming slang for Jew.,False,,,four by two,,False,True,True,False,False,False,False,0
fezzes,RLKxUQEKD,An Arab,False,,,fez,,False,True,False,False,False,False,False,69
flipabeanos,BtriLbsvp,A person of Filipino and Mexican descent,True,,50.0,flipabeano,,True,False,False,False,False,False,False,1
flips,mcsYrKge2,A person from the Philippines,False,,,flip,,True,False,False,False,False,False,False,171
fags,jPoEXvVbT,A homosexual.,False,,,fag,,False,False,False,False,True,False,False,0
fairies,UJWpKZMNL,A Homosexual,False,,,Fairy,,False,False,False,False,True,False,False,0
eyeties,bbALRqVZy,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',False,,,eyetie,,True,True,False,False,False,False,False,26
fagbags,zXBFzymma,A homosexual male,True,,,fagbag,,False,False,False,False,True,False,False,54
faggots,GUPEp7JYD,A homosexual.,True,,92.0,faggot,,False,False,False,False,True,False,False,843
faggy,q3EmqifRk,One expressing homosexually tendencies,True,,98.0,,fag,False,False,False,False,True,False,False,912
dyke jumpers,UscchPYQu,A person of Dutch origin.,False,,25.0,dyke jumper,,True,False,False,False,False,False,False,3
dykes,MjyWGXBZQ,A lesbian.,False,,,dyke,,False,False,False,True,True,False,False,293
eggs,cpqoesmuR,"Denotes white males who identify with East Asian culture, and are thus 'white on the outside and yellow on the inside'.",False,,,egg,,False,True,False,False,False,False,False,0
eh holes,nyY7QabLk,A Canadian. Variation on the ubiquitous 'eh' and the word 'asshole'.,False,,,eh hole,,True,False,False,False,False,False,False,0
eight balls,RhxDuoimW,A black person.,False,,,eight ball,,False,True,False,False,False,False,False,0
dole bludgers,ZWHFixmzc,[1] A shiftless or unemployed person. [2] A pimp.,False,,,dole bludger,,False,False,False,False,False,False,True,688
dune coons,BEUT4DVDF,A person of Arab descent.,True,,,dune coon,,False,True,False,False,False,False,False,83
dune niggers,NoQk9XdTB,A person of Arab descent.,True,,100.0,dune nigger,,False,True,False,False,False,False,False,0
divs,x7bgVJYVB,An idiot,False,,,div,,False,False,False,False,False,False,True,0
divvies,siJKVFopV,An idiot,False,,,divvy,,False,False,False,False,False,False,True,267
dogans,CQreg2nam,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",False,,,dogan,,True,False,True,False,False,False,False,19
doguns,UjVkKjnrm,"In Canada, an Irish Catholic [19th century on; origin uncertain: perhaps from Dugan, an Irish surname].",False,,,dogun,,True,False,True,False,False,False,False,0
dhimmis,yasUydonv,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",False,,,dhimmi,,False,False,False,False,False,False,False,86
diaper heads,MGdgzpW4g,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",True,,,diaper head,,False,True,False,False,False,False,False,149
dindu,spbacFLhU,"A derogatory contraction of the words ""didn't do,"" popularized as a slur against black people as a mockery of regional pronunciation",False,,95.0,,dindu nuffin,False,True,False,False,False,False,False,461
dinges,sBPY9jAAf,A black person. Used in the novel 'To Kill a Mockingbird'.,False,,75.0,dinge,,False,True,False,False,False,False,False,20
dingo fuckers,uRaeEbRfW,An Australian,True,,,dingo fucker,,True,False,False,False,False,False,False,0
Cushites,aCdsfZtjb,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",False,,,Cushite,,False,True,False,False,False,False,False,49
dagos,VggEpDBJK,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,,,dago,,False,True,False,False,False,False,False,36
darkies,MmBhnWLKJ,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",True,,81.0,darkie,,False,True,False,False,False,False,False,520
degos,UaXxZixR3,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,,,dego,,False,True,False,False,False,False,False,17
curry munchers,ehhnoRzTF,A person of East Indian origin.,True,,50.0,curry muncher,,False,True,False,False,False,False,False,609
curry slurpers,zrhZMZafE,A person of East Indian origin.,True,,,curry slurper,,False,True,False,False,False,False,False,0
curry stinkers,DLPonpCJ4,A person of East Indian origin.,True,,88.0,curry stinker,,False,True,False,False,False,False,False,0
Cushis,GtvaYNBpX,"[1] A person of east African descent, from Cush (modern day Ethiopia or Sudan). [2] Any black African.",False,,25.0,Cushi,,False,True,False,False,False,False,False,0
crows,aAgrMvnVV,"A black person, particularly a black woman.",False,,,crow,,False,True,False,False,False,False,False,0
cunts,xdniLkefq,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",False,,93.0,cunt,,False,False,False,True,False,False,False,129
cotton pickers,tn27sRrbm,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,False,,,cotton picker,,False,True,False,False,False,False,False,103
cow kissers,cATfJsDpC,"A person of Indian descent, from the worship of cows.",False,,78.0,cow kisser,,True,True,False,False,False,False,False,0
cowboy killers,bcaW2VQdy,A Native American.,True,,,cowboy killer,,False,True,False,False,False,False,False,597
crackers,cDoocvNEo,"A poor Appalachian or poor Southerner, a white person, first used in the 19th century.",False,,100.0,cracker,,False,True,False,False,False,False,True,0
Congoids,YamaZMMop,Some concatenation of Congo and mongoloid,True,,,Congoid,,False,True,False,False,False,False,False,80
coolies,7GHAZcm2w,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",False,,,coolie,,False,True,False,False,False,False,False,85
coonadians,BtwLPDjMf,A Canadian of African descent; sometimes applied to aboriginals,True,,,coonadian,,False,True,False,False,False,False,False,1
coons,xy3DDrD4i,"A black person. Possibly from Portuguese barracco, a building constructed to hold slaves for sale (1837). Popularized by the song 'Zip Coon', played at Minstrel shows in the 1830s.",False,,,coon,,False,True,False,False,False,False,False,193
cocoas,iUEWfYoFm,A black person.,False,,,cocoa,,False,True,False,False,False,False,False,0
coconuts,EPHPsVBbL,"[1] A person of Hispanic descent who's accused of acting white. [2] In, New Zealand/Australia, a Pacific Islander. Named after the coconut, the nut from the coconut palm. [3], In the UK, a black person who exhibits behaviour associated with caucasians. [4] In the USA, a black person trying to be 'white'. [5] In South Africa, a black person who acts white. [6], In Canada, an individual of South Asian (typically Dravidian) descent, who is accused of trying to be 'white'.",False,,,coconut,,False,True,False,False,False,False,False,0
coloreds,UXfmwtUJp,A black person.,False,,,colored,,False,True,False,False,False,False,False,278
coloureds,ebRQ6mhUJ,A black person.,False,,,coloured,,False,True,False,False,False,False,False,117
conchudas,twnzsNw4u,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",False,,,conchuda,,False,False,False,True,False,False,False,4
closetfags,trfXetFpQ,A person accused of being an homosexual,True,,,closetfag,,False,False,False,False,True,False,False,2
cocksuckers,yTyhccomf,A homosexual who engages in oral sex,False,,,cocksucker,,False,False,False,False,True,False,False,0
Cocoa Puffs,XbjaqrgCf,A black person.,False,,,Cocoa Puff,,False,True,False,False,False,False,False,0
clams,UqpDmdbfZ,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,,,clam,,False,False,True,False,False,False,False,0
clog wogs,hBwdWtGZm,A Dutch person,False,US,50.0,clog wog,,True,True,False,False,False,False,False,1
closet fags,GsGjT2HZX,A person accused of being an homosexual,True,,,closet fag,,False,False,False,False,True,False,False,73
chonkies,VnEgwbtmp,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,,56.0,chonky,,True,True,False,False,False,False,False,20
Christ killers,apriiip9s,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",True,,,Christ killer,,False,True,True,False,False,False,False,179
chugs,gghTJmstY,"[1] An individual of Canadian aboriginal descent. [2] A Native American, from assumed likelihood of alcoholism.",False,,75.0,chug,,False,True,False,False,False,False,False,0
chunkies,WENXqHVtn,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,,,chunky,,True,True,False,False,False,False,False,0
clamheads,dChrfnotV,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,,51.0,clamhead,,False,False,True,False,False,False,False,3
cholo chasers,cHjLREGBN,A person who engages in relationships with hispanic individuals,True,,,cholo chaser,,False,True,False,False,False,False,False,0
cholo chasing,gVHZD7Di ,A person who engages in relationships with Hispanic individuals,True,,90.0,,cholo chaser,False,True,False,False,False,False,False,0
Chinamen,nay7NBvtA,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",True,,,Chinaman,,True,False,False,False,False,False,False,639
Chinese wetbacks, 4cbPcsFY,"A Filipino, particularly having a Mexican and Chinese heritage.",True,,,Chinese wetback,,True,True,False,False,False,False,False,0
ching chongs,gUtCt4dyz,"A person of perceived Chinese or East Asian descent. An offensive term that has raised considerable controversy, for example when used by comedian Rosie O'Donnell.",True,,75.0,ching chong,,False,True,False,False,False,False,False,802
chinigs,CDnjuWwxK,A person of mixed black and Chinese parentage.,False,,100.0,chinig,,True,True,False,False,False,False,False,0
chink a billies,fMPZNgUoB,A rural person of Chinese descent.,True,,,chink a billy,,True,True,False,False,False,False,True,0
chee chees,tYrK4eFFU,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",False,,,chee chee,,False,True,False,False,False,False,False,7
chi chis,eywaqHW7i,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",False,,,chi chi,,False,True,False,False,False,False,False,0
chiggers,yqkKbvJcr,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,False,,,chigger,,True,True,False,False,False,False,False,0
chili shitters,YgBANPYBP,A person of Hispanic descent.,True,,,chili shitter,,False,True,False,False,False,False,False,0
chimped-out,HiHjQZyUi,Acts of aggression commited by a black person,False,,97.0,,chimp-out,False,True,False,False,False,False,False,2
celestials,Wd9Yth4lV,"In the late 1900s, Chinese people in Australia were often referred to as 'Celestials', a reference to their coming from the 'Celestial Empire' (i.e. China)",False,,,celestial,,True,True,False,False,False,False,False,0
charvas,mHXQccoRF,A disreputable and/or working class person,False,,25.0,charva,,False,False,False,False,False,False,True,79
charvers,aYoEnoefF,A disreputable and/or working class person,False,,,charver,,False,False,False,False,False,False,True,43
chavs,KLmXJCGT7,"In the UK, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",False,,,chav,,False,False,False,False,False,False,True,184
carrot snappers,tCxEY4sMg,"A Mormon, presumably inspired by agriculture in Utah",False,,,carrot snapper,,False,False,True,False,False,False,True,6
Caublasians,pVDyHLJRL,"A person of mixed Caucasian, African and Asian heritage",True,,,Caublasian,,False,True,False,False,False,False,False,0
cave niggers,CEvRcrKqd,A person of Middle Eastern descent,True,,93.0,cave nigger,,False,True,False,False,False,False,True,2
camel jockeys,qEbMYNEZb,Person of Middle Eastern descent.,True,,50.0,camel jockey,,False,True,False,False,False,False,False,515
can eaters,iFrNEbym7,"An Austrialian, from the perception that Australians drink a lot of canned beer.",False,,,can eater,,False,True,False,False,False,False,False,0
carpet pilots,RrxusHKmt,"A person of Arabic descent, from Aladdin and his magic carpet.",True,,,carpet pilot,,False,True,False,False,False,False,False,11
cab niggers,NvRzsgfhK,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",True,,75.0,cab nigger,,False,True,False,False,False,False,False,1
camel cowboys,LKz2wrx4P,Person of Middle Eastern descent.,True,,,camel cowboy,,False,True,False,False,False,False,False,1
camel fuckers,kejmkgarG,[1] An Arab. [2] A Muslim.,True,,,camel fucker,,True,True,True,False,False,False,False,79
camel humpers,wXPLxhX2g,Person of Middle Eastern descent.,True,,100.0,camel humper,,False,True,False,False,False,False,False,85
camel jackers,CPgwXBBEf,Person of Middle Eastern descent.,True,,,camel jacker,,False,True,False,False,False,False,False,0
bungas,qWXJWEEQV,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,,bunga,,False,True,False,False,False,False,False,23
bungs,gJunQKPvB,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,,bung,,False,True,False,False,False,False,False,0
burrheads,gmUQbqhNx,A black person (referencing stereotypical hair type).,True,,75.0,burrhead,,False,True,False,False,False,False,False,0
butt pirates,dtxsPQeHW,A homosexual who engages in anal sex,True,,75.0,butt pirate,,False,False,False,True,True,False,False,526
butterheads,VHqkQzczx,[1] A person of African descent. [2] WWII slur for a Japanese person.,False,,75.0,butterhead,,True,True,False,False,False,False,False,53
Buddhaheads,47LJCnwxe,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,True,,,Buddhahead,,False,True,False,False,False,False,False,4
bug eaters,VFDPXCQZD,An person of Asian descent.,False,,,bug eater,,False,True,False,False,False,False,False,44
buk buks,gmZrUoKtk,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",False,,50.0,buk buk,,True,True,False,False,False,False,False,0
bumblebees,pkvkosHtm,A person of mixed black and Asian parentage.,False,,50.0,bumblebee,,False,True,False,False,False,False,False,0
brownies,RfrXgPeAC,"[1] A person of mixed white and black ancestry; a mulatto. [2] A young, brown-skinned person 1940s-1950s.",False,,,brownie,,False,True,False,False,False,False,False,0
bubbles,mbteeVeLF,A person of Greek descent. 'Bubble and squeak' is Cockney slang for Greek.,False,,,bubble,,True,True,False,False,False,False,False,0
bucketheads,NbznvQwLB,A person of Korean descent.,False,,,buckethead,,True,True,False,False,False,False,False,0
buckras,EYjaZomw7,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",False,US,,buckra,,False,True,False,False,False,False,False,18
bucks,awzd6Dknc,[1] A male Native American. [2] A male black person.,False,,50.0,buck,,False,True,False,False,False,False,False,0
brown invader,vppczeurd,Accusative term for refugees or immigrants of darker complexion,True,,75.0,,black invader,False,True,False,False,False,False,False,12
brown invaders,ahksavykw,Accusative term for refugees or immigrants of darker complexion,True,,75.0,brown invader,,False,True,False,False,False,False,False,67
border niggers,FFRTQgFgB,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,100.0,border nigger,,False,True,False,False,False,False,False,0
Bounty bars,obimJwDPs,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",False,,50.0,Bounty bar,,False,True,False,False,False,False,False,0
boxheads,FChUoXvLQ,A person of German descent.,False,,,boxhead,,True,False,False,False,False,False,False,0
brass ankles,Zzbwxdk7a,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",False,,,brass ankle,,False,True,False,False,False,False,False,0
boos,Hp3DXYHAK,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",False,,,boo,,False,True,False,False,False,False,False,0
bootlips,ngiDeZpXu,A term for African Americans,False,,100.0,bootlip,,False,True,False,False,False,False,False,4
border bunnies,CsMJUAJZd,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,,border bunny,,False,True,False,False,False,False,False,13
border hoppers,UhxDeasWz,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,,border hopper,,False,True,False,False,False,False,False,538
border jumpers,BbYRko6KU,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,,border jumper,,False,True,False,False,False,False,False,710
booners,JsDi4YGpe,"Canberra word for white trash or redneck, sometimes shortened to boon",False,,,booner,,True,False,False,False,False,False,True,21
boongas,FAx3nyAZi,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,,boonga,,False,True,False,False,False,False,False,5
boongs,nPiErFPmx,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,,boong,,False,True,False,False,False,False,False,15
boonies,teyoCicNy,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,50.0,boonie,,False,True,False,False,False,False,False,0
boons,LamZYCkdb,"Canberra word for white trash or redneck, sometimes shortened to boon",False,,,boon,,True,False,False,False,False,False,True,0
bongs,afQYbK6BZ,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,,bong,,False,True,False,False,False,False,False,0
boojies,NZPgUoXbx,"[1] A middle-class American, derived from bourgeois [2] An American Indian.",False,,,boojie,,False,True,False,False,False,False,True,0
book books,G4CkWkjqP,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",False,,,book book,,True,True,False,False,False,False,False,0
bog hoppers,CZoaPQfkm,A person of common or low class Irish ancestry.,True,,,bog hopper,,True,False,False,False,False,False,True,7
bog jumpers,bWDAKxDbY,A person of common or low class Irish ancestry.,True,,38.0,bog jumper,,True,False,False,False,False,False,True,2
bog trotters,hCzQckqLu,A person of common or low class Irish ancestry.,True,,100.0,bog trotter,,True,False,False,False,False,False,True,122
bogans,ZfcunBxMA,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",False,,75.0,bogan,,True,True,False,False,False,False,True,220
bohunks,pQXBbqXja,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,False,,,bohunk,,True,True,False,False,False,False,False,27
blaxicans,P3GaZAtGq,A person of mixed Mexican and African ancestry,True,,44.0,blaxican,,True,True,False,False,False,False,False,59
blockheads,xWdqvqUhf,"In Australia, a person of Macedonian descent.",False,,,blockhead,,True,False,False,False,False,False,False,0
bludgers,sXTEqJqsx,[1] A shiftless or unemployed person. [2] A pimp.,False,,,bludger,,False,False,False,False,False,False,True,0
blue gums,PtYczJbsH,A black person.,False,,25.0,blue gum,,False,True,False,False,False,False,False,42
bluegums,RYJRsEinq,An African-American perceived as being lazy and who refuses to work.,False,,,bluegum,,False,True,False,False,False,False,False,12
black Barbies,gryozFdeV,A black woman when she wears her hair and makeup to try and look like a white woman.,False,,,black Barbie,,False,True,False,False,False,False,False,0
black dagos,yZ4zLcfXs,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,True,,,black dago,,True,True,False,False,False,False,False,0
black invaders,yoAGYcwDn,Accusative term for refugees or immigrants of darker complexion,True,,,black invader,,False,True,False,False,False,False,False,9
bints,pdFFuEQWA,A human female,False,,10.0,bint,,False,False,False,True,False,False,False,125
birds,iojqzthth,"In the UK, derogatory word for woman",False,,25.0,bird,,False,False,False,True,False,False,False,0
bitter clingers,rAmNt4BDp,one who clings to their guns and religions,False,,25.0,bitter clinger,,False,False,False,False,False,False,True,179
bix noods,WzbDUTCQC,An African-American,False,,,bix nood,,False,True,False,False,False,False,False,0
bhremptis,NgECBiZzY,"An Indian, based on the perceived pronunciation of 'twenty'.",False,,,bhrempti,,True,True,False,False,False,False,False,0
beaner shnitzels,KZaWfDssU,Offspring of a hispanic parent and a German parent,True,,,beaner shnitzel,,True,True,False,False,False,False,False,0
beaners,tvNnRmTKD,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",False,,,beaner,,False,True,False,False,False,False,False,279
beanies,XupoxRUJ4,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",False,,,beaney,,False,True,False,False,False,False,False,0
Bengalis,wXBVLXa43,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",False,,41.0,Bengali,,True,True,True,False,False,False,False,0
beach niggers,chajwxwhX,An overly tanned Caucasian,True,,,beach nigger,,False,True,False,False,False,False,False,2
bean dippers,dVBvEXYEm,A non-hispanic person who dates hispanic women,False,,25.0,bean dipper,,False,True,False,False,False,False,False,2
beaner babies,oNHANQscn,An infant of hispanic descent,True,,86.0,,anchor baby,False,True,False,False,False,False,False,49
beaner baby,temXUPiyk,An infant of hispanic descent,True,,96.0,,anchor babies,False,True,False,False,False,False,False,63
banana benders,KZLFmdpfY,An Australian from Queensland,True,,1.0,banana bender,,True,False,False,False,False,False,False,18
banana landers,iYwnzkVun,An Australian from Queensland,True,,,banana lander,,True,False,False,False,False,False,False,0
bananas,zHVtG2zDd,"An Asian-American who has lost their heritage. Yellow on the outside, white on the inside.",False,,,banana,,False,True,False,False,False,False,False,0
bamboo coons,BiGrCzyJU,A person of Chinese ancestry,True,,,bamboo coon,,True,True,False,False,False,False,False,0
Aunt Janes,UNPQRsKHE,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",False,,25.0,Aunt Jane,,False,True,False,False,False,False,False,0
Aunt Jemimas,JitgPJQfP,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",False,,50.0,Aunt Jemima,,False,True,False,False,False,False,False,53
Aunt Marys,PJbqZaFtk,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",False,,63.0,Aunt Mary,,False,True,False,False,False,False,False,5
Aunt Sallys,HCZseQRri,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",False,,,Aunt Sally,,False,True,False,False,False,False,False,4
azns,fNaTqgDmv,Abbreviation for 'asian',False,,,azn,,False,True,False,False,False,False,False,61
Argies,hDrCYKWyY,An Argentinian.,False,,,Argie,,True,False,False,False,False,False,False,91
Armos,tVbseqfjx,A person of Armenian descent.,False,,,Armo,,False,True,False,False,False,False,False,55
Anglos,YKTHARGvB,"A Caucasian, particularly an American",False,,,Anglo,,False,True,False,False,False,False,False,101
Anns,kAnxuagZJ,"A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.",False,,63.0,Ann,,False,True,False,False,False,False,False,0
apes,kuuCGBswG,A black person,False,,93.0,ape,,False,True,False,False,False,False,False,0
apples,wesJaXio4,"An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.",False,,,apple,,False,True,False,False,False,False,False,0
Amos,uXJuFbgGn,An Amish person.,False,,50.0,Amo,,False,False,True,False,False,False,False,0
